#k-distance eigenvalue[eV]
1.34417416 -11.44910000
1.34417416 -11.44910000
1.36236667 -11.44510000
1.38055919 -11.43380000
1.39875170 -11.41650000
1.41694422 -11.39540000
1.41694422 -11.39540000
1.45332925 -11.44530000
1.48971427 -11.50130000
1.52609931 -11.55320000
1.56248434 -11.57960000
1.56248434 -11.44910000
1.78092961 -11.46540000
1.99937489 -11.50410000
2.21782016 -11.54200000
2.43626544 -11.55750000
2.43626544 -11.39540000
2.65471071 -11.41140000
2.87315599 -11.44950000
3.09160126 -11.48680000
3.31004654 -11.50210000

0.00000000 -11.38110000
0.03151036 -11.38710000
0.06302072 -11.40510000
0.09453108 -11.43100000
0.12604144 -11.44720000
0.12604144 -11.44720000
0.14423396 -11.45150000
0.16242647 -11.46330000
0.18061899 -11.48060000
0.19881150 -11.50200000
0.19881150 -11.50200000
0.23519653 -11.45480000
0.27158156 -11.41450000
0.30796659 -11.38930000
0.34435162 -11.38110000
0.34435162 -11.38110000
0.56279689 -11.36650000
0.78124217 -11.33090000
0.99968744 -11.29450000
1.21813272 -11.27920000
1.21813272 -11.27920000
1.24964308 -11.28500000
1.28115344 -11.30210000
1.31266380 -11.32680000
1.34417416 -11.34230000
1.34417416 -11.34230000
1.36236667 -11.34650000
1.38055919 -11.35790000
1.39875170 -11.37470000
1.41694422 -11.39540000
1.41694422 -11.39540000
1.45332925 -11.34980000
1.48971427 -11.31110000
1.52609931 -11.28700000
1.56248434 -11.27920000
1.56248434 -11.34230000
1.78092961 -11.35800000
1.99937489 -11.39540000
2.21782016 -11.43220000
2.43626544 -11.44720000
2.43626544 -11.39540000
2.65471071 -11.41140000
2.87315599 -11.44950000
3.09160126 -11.48680000
3.31004654 -11.50200000

0.00000000 -11.38090000
0.03151036 -11.37920000
0.06302072 -11.37470000
0.09453108 -11.37010000
0.12604144 -11.36820000
0.12604144 -11.36820000
0.14423396 -11.36690000
0.16242647 -11.36400000
0.18061899 -11.36140000
0.19881150 -11.36040000
0.19881150 -11.36040000
0.23519653 -11.36410000
0.27158156 -11.37180000
0.30796659 -11.37850000
0.34435162 -11.38090000
0.34435162 -11.38090000
0.56279689 -11.36630000
0.78124217 -11.33070000
0.99968744 -11.29430000
1.21813272 -11.27910000
1.21813272 -11.27910000
1.24964308 -11.27730000
1.28115344 -11.27280000
1.31266380 -11.26830000
1.34417416 -11.26640000
1.34417416 -11.26640000
1.36236667 -11.26510000
1.38055919 -11.26220000
1.39875170 -11.25960000
1.41694422 -11.25860000
1.41694422 -11.25860000
1.45332925 -11.26220000
1.48971427 -11.27000000
1.52609931 -11.27670000
1.56248434 -11.27910000
1.56248434 -11.26640000
1.78092961 -11.28170000
1.99937489 -11.31800000
2.21782016 -11.35370000
2.43626544 -11.36820000
2.43626544 -11.25860000
2.65471071 -11.27390000
2.87315599 -11.31020000
3.09160126 -11.34580000
3.31004654 -11.36040000

0.00000000 -10.80790000
0.03151036 -10.81950000
0.06302072 -10.84160000
0.09453108 -10.85910000
0.12604144 -10.86500000
0.12604144 -10.86500000
0.14423396 -10.86550000
0.16242647 -10.86530000
0.18061899 -10.86400000
0.19881150 -10.86280000
0.19881150 -10.86280000
0.23519653 -10.86540000
0.27158156 -10.85180000
0.30796659 -10.82360000
0.34435162 -10.80790000
0.34435162 -10.80790000
0.56279689 -10.79440000
0.78124217 -10.76130000
0.99968744 -10.72780000
1.21813272 -10.71370000
1.21813272 -10.71370000
1.24964308 -10.72580000
1.28115344 -10.74860000
1.31266380 -10.76630000
1.34417416 -10.77210000
1.34417416 -10.77210000
1.36236667 -10.77270000
1.38055919 -10.77250000
1.39875170 -10.77130000
1.41694422 -10.77020000
1.41694422 -10.77020000
1.45332925 -10.77260000
1.48971427 -10.75870000
1.52609931 -10.73000000
1.56248434 -10.71370000
1.56248434 -10.77210000
1.78092961 -10.78600000
1.99937489 -10.81910000
2.21782016 -10.85170000
2.43626544 -10.86500000
2.43626544 -10.77020000
2.65471071 -10.78410000
2.87315599 -10.81710000
3.09160126 -10.84960000
3.31004654 -10.86280000

0.00000000 -10.80780000
0.03151036 -10.81270000
0.06302072 -10.83150000
0.09453108 -10.85300000
0.12604144 -10.86220000
0.12604144 -10.86220000
0.14423396 -10.86010000
0.16242647 -10.85560000
0.18061899 -10.84960000
0.19881150 -10.84240000
0.19881150 -10.84240000
0.23519653 -10.84050000
0.27158156 -10.82610000
0.30796659 -10.81310000
0.34435162 -10.80780000
0.34435162 -10.80780000
0.56279689 -10.79430000
0.78124217 -10.76130000
0.99968744 -10.72770000
1.21813272 -10.71370000
1.21813272 -10.71370000
1.24964308 -10.71860000
1.28115344 -10.73730000
1.31266380 -10.75940000
1.34417416 -10.76900000
1.34417416 -10.76900000
1.36236667 -10.76680000
1.38055919 -10.76210000
1.39875170 -10.75580000
1.41694422 -10.74830000
1.41694422 -10.74830000
1.45332925 -10.74690000
1.48971427 -10.73240000
1.52609931 -10.71910000
1.56248434 -10.71370000
1.56248434 -10.76900000
1.78092961 -10.78290000
1.99937489 -10.81620000
2.21782016 -10.84890000
2.43626544 -10.86220000
2.43626544 -10.74830000
2.65471071 -10.76230000
2.87315599 -10.79590000
3.09160126 -10.82890000
3.31004654 -10.84240000

0.00000000 -10.76820000
0.03151036 -10.77800000
0.06302072 -10.78880000
0.09453108 -10.79200000
0.12604144 -10.79270000
0.12604144 -10.79270000
0.14423396 -10.79900000
0.16242647 -10.81380000
0.18061899 -10.83030000
0.19881150 -10.84230000
0.19881150 -10.84230000
0.23519653 -10.82460000
0.27158156 -10.80340000
0.30796659 -10.78120000
0.34435162 -10.76820000
0.34435162 -10.76820000
0.56279689 -10.75380000
0.78124217 -10.71870000
0.99968744 -10.68310000
1.21813272 -10.66810000
1.21813272 -10.66810000
1.24964308 -10.67890000
1.28115344 -10.69140000
1.31266380 -10.69540000
1.34417416 -10.69620000
1.34417416 -10.69620000
1.36236667 -10.70290000
1.38055919 -10.71860000
1.39875170 -10.73570000
1.41694422 -10.74820000
1.41694422 -10.74820000
1.45332925 -10.72940000
1.48971427 -10.70680000
1.52609931 -10.68240000
1.56248434 -10.66810000
1.56248434 -10.69620000
1.78092961 -10.71060000
1.99937489 -10.74500000
2.21782016 -10.77880000
2.43626544 -10.79270000
2.43626544 -10.74820000
2.65471071 -10.76220000
2.87315599 -10.79580000
3.09160126 -10.82880000
3.31004654 -10.84230000

0.00000000 -10.69510000
0.03151036 -10.68390000
0.06302072 -10.66400000
0.09453108 -10.65010000
0.12604144 -10.64560000
0.12604144 -10.64560000
0.14423396 -10.63870000
0.16242647 -10.62220000
0.18061899 -10.60270000
0.19881150 -10.58540000
0.19881150 -10.58540000
0.23519653 -10.61780000
0.27158156 -10.65100000
0.30796659 -10.68050000
0.34435162 -10.69510000
0.34435162 -10.69510000
0.56279689 -10.68200000
0.78124217 -10.65020000
0.99968744 -10.61790000
1.21813272 -10.60440000
1.21813272 -10.60440000
1.24964308 -10.59280000
1.28115344 -10.57250000
1.31266380 -10.55860000
1.34417416 -10.55420000
1.34417416 -10.55420000
1.36236667 -10.54690000
1.38055919 -10.52950000
1.39875170 -10.50940000
1.41694422 -10.49160000
1.41694422 -10.49160000
1.45332925 -10.52460000
1.48971427 -10.55880000
1.52609931 -10.58930000
1.56248434 -10.60440000
1.56248434 -10.55420000
1.78092961 -10.56780000
1.99937489 -10.60030000
2.21782016 -10.63240000
2.43626544 -10.64560000
2.43626544 -10.49160000
2.65471071 -10.50560000
2.87315599 -10.53900000
3.09160126 -10.57190000
3.31004654 -10.58540000

0.00000000 -10.57460000
0.03151036 -10.57170000
0.06302072 -10.56300000
0.09453108 -10.55140000
0.12604144 -10.54560000
0.12604144 -10.54560000
0.14423396 -10.54910000
0.16242647 -10.55820000
0.18061899 -10.57080000
0.19881150 -10.58530000
0.19881150 -10.58530000
0.23519653 -10.56550000
0.27158156 -10.56460000
0.30796659 -10.57110000
0.34435162 -10.57460000
0.34435162 -10.57460000
0.56279689 -10.56150000
0.78124217 -10.52930000
0.99968744 -10.49670000
1.21813272 -10.48300000
1.21813272 -10.48300000
1.24964308 -10.47980000
1.28115344 -10.47020000
1.31266380 -10.45740000
1.34417416 -10.45110000
1.34417416 -10.45110000
1.36236667 -10.45470000
1.38055919 -10.46390000
1.39875170 -10.47670000
1.41694422 -10.49140000
1.41694422 -10.49140000
1.45332925 -10.47180000
1.48971427 -10.47180000
1.52609931 -10.47910000
1.56248434 -10.48300000
1.56248434 -10.45110000
1.78092961 -10.46520000
1.99937489 -10.49880000
2.21782016 -10.53200000
2.43626544 -10.54560000
2.43626544 -10.49140000
2.65471071 -10.50540000
2.87315599 -10.53890000
3.09160126 -10.57180000
3.31004654 -10.58530000

0.00000000 -10.57450000
0.03151036 -10.55970000
0.06302072 -10.53050000
0.09453108 -10.50730000
0.12604144 -10.49900000
0.12604144 -10.49900000
0.14423396 -10.49730000
0.16242647 -10.49380000
0.18061899 -10.49060000
0.19881150 -10.48930000
0.19881150 -10.48930000
0.23519653 -10.49630000
0.27158156 -10.52010000
0.30796659 -10.55520000
0.34435162 -10.57450000
0.34435162 -10.57450000
0.56279689 -10.56140000
0.78124217 -10.52920000
0.99968744 -10.49660000
1.21813272 -10.48290000
1.21813272 -10.48290000
1.24964308 -10.46700000
1.28115344 -10.43630000
1.31266380 -10.41220000
1.34417416 -10.40370000
1.34417416 -10.40370000
1.36236667 -10.40200000
1.38055919 -10.39840000
1.39875170 -10.39510000
1.41694422 -10.39380000
1.41694422 -10.39380000
1.45332925 -10.40100000
1.48971427 -10.42560000
1.52609931 -10.46230000
1.56248434 -10.48290000
1.56248434 -10.40370000
1.78092961 -10.41790000
1.99937489 -10.45190000
2.21782016 -10.48530000
2.43626544 -10.49900000
2.43626544 -10.39380000
2.65471071 -10.40810000
2.87315599 -10.44210000
3.09160126 -10.47560000
3.31004654 -10.48930000

0.00000000 -10.25170000
0.03151036 -10.25980000
0.06302072 -10.27880000
0.09453108 -10.29750000
0.12604144 -10.30530000
0.12604144 -10.30530000
0.14423396 -10.30770000
0.16242647 -10.31300000
0.18061899 -10.31800000
0.19881150 -10.32010000
0.19881150 -10.32010000
0.23519653 -10.31070000
0.27158156 -10.28710000
0.30796659 -10.26240000
0.34435162 -10.25170000
0.34435162 -10.25170000
0.56279689 -10.23900000
0.78124217 -10.20780000
0.99968744 -10.17620000
1.21813272 -10.16290000
1.21813272 -10.16290000
1.24964308 -10.17060000
1.28115344 -10.18910000
1.31266380 -10.20780000
1.34417416 -10.21580000
1.34417416 -10.21580000
1.36236667 -10.21820000
1.38055919 -10.22370000
1.39875170 -10.22890000
1.41694422 -10.23100000
1.41694422 -10.23100000
1.45332925 -10.22140000
1.48971427 -10.19740000
1.52609931 -10.17320000
1.56248434 -10.16290000
1.56248434 -10.21580000
1.78092961 -10.22910000
1.99937489 -10.26100000
2.21782016 -10.29240000
2.43626544 -10.30530000
2.43626544 -10.23100000
2.65471071 -10.24430000
2.87315599 -10.27600000
3.09160126 -10.30730000
3.31004654 -10.32010000

0.00000000 -10.25160000
0.03151036 -10.24540000
0.06302072 -10.22710000
0.09453108 -10.20220000
0.12604144 -10.18850000
0.12604144 -10.18850000
0.14423396 -10.18270000
0.16242647 -10.16730000
0.18061899 -10.14530000
0.19881150 -10.11960000
0.19881150 -10.11960000
0.23519653 -10.17230000
0.27158156 -10.21630000
0.30796659 -10.24310000
0.34435162 -10.25160000
0.34435162 -10.25160000
0.56279689 -10.23880000
0.78124217 -10.20770000
0.99968744 -10.17610000
1.21813272 -10.16280000
1.21813272 -10.16280000
1.24964308 -10.15640000
1.28115344 -10.13710000
1.31266380 -10.11030000
1.34417416 -10.09510000
1.34417416 -10.09510000
1.36236667 -10.08920000
1.38055919 -10.07330000
1.39875170 -10.05040000
1.41694422 -10.02340000
1.41694422 -10.02340000
1.45332925 -10.07930000
1.48971427 -10.12590000
1.52609931 -10.15400000
1.56248434 -10.16280000
1.56248434 -10.09510000
1.78092961 -10.10900000
1.99937489 -10.14230000
2.21782016 -10.17500000
2.43626544 -10.18850000
2.43626544 -10.02340000
2.65471071 -10.03770000
2.87315599 -10.07200000
3.09160126 -10.10570000
3.31004654 -10.11960000

0.00000000 -10.06990000
0.03151036 -10.06280000
0.06302072 -10.04670000
0.09453108 -10.03140000
0.12604144 -10.02520000
0.12604144 -10.02520000
0.14423396 -10.04470000
0.16242647 -10.06810000
0.18061899 -10.09320000
0.19881150 -10.11950000
0.19881150 -10.11950000
0.23519653 -10.06750000
0.27158156 -10.04550000
0.30796659 -10.06070000
0.34435162 -10.06990000
0.34435162 -10.06990000
0.56279689 -10.05390000
0.78124217 -10.01500000
0.99968744 -9.97520000
1.21813272 -9.95850000
1.21813272 -9.95850000
1.24964308 -9.95190000
1.28115344 -9.93650000
1.31266380 -9.92140000
1.34417416 -9.92740000
1.34417416 -9.92740000
1.36236667 -9.94470000
1.38055919 -9.96900000
1.39875170 -9.99550000
1.41694422 -10.02330000
1.41694422 -10.02330000
1.45332925 -9.96620000
1.48971427 -9.93610000
1.52609931 -9.94990000
1.56248434 -9.95850000
1.56248434 -9.92740000
1.78092961 -9.94140000
1.99937489 -9.97470000
2.21782016 -10.00940000
2.43626544 -10.02520000
2.43626544 -10.02330000
2.65471071 -10.03760000
2.87315599 -10.07190000
3.09160126 -10.10560000
3.31004654 -10.11950000

0.00000000 -9.92730000
0.03151036 -9.94170000
0.06302072 -9.97220000
0.09453108 -10.00480000
0.12604144 -10.02090000
0.12604144 -10.02090000
0.14423396 -10.00330000
0.16242647 -9.98560000
0.18061899 -9.97000000
0.19881150 -9.95660000
0.19881150 -9.95660000
0.23519653 -9.98010000
0.27158156 -9.97830000
0.30796659 -9.94560000
0.34435162 -9.92730000
0.34435162 -9.92730000
0.56279689 -9.91190000
0.78124217 -9.87410000
0.99968744 -9.83550000
1.21813272 -9.81920000
1.21813272 -9.81920000
1.24964308 -9.83640000
1.28115344 -9.87150000
1.31266380 -9.90880000
1.34417416 -9.91510000
1.34417416 -9.91510000
1.36236667 -9.90010000
1.38055919 -9.88230000
1.39875170 -9.86650000
1.41694422 -9.85290000
1.41694422 -9.85290000
1.45332925 -9.87770000
1.48971427 -9.87840000
1.52609931 -9.84110000
1.56248434 -9.81920000
1.56248434 -9.91510000
1.78092961 -9.93160000
1.99937489 -9.97100000
2.21782016 -10.00750000
2.43626544 -10.02090000
2.43626544 -9.85290000
2.65471071 -9.86850000
2.87315599 -9.90560000
3.09160126 -9.94180000
3.31004654 -9.95660000

0.00000000 -9.92730000
0.03151036 -9.92730000
0.06302072 -9.92720000
0.09453108 -9.92730000
0.12604144 -9.92740000
0.12604144 -9.92740000
0.14423396 -9.92960000
0.16242647 -9.93570000
0.18061899 -9.94510000
0.19881150 -9.95650000
0.19881150 -9.95650000
0.23519653 -9.93760000
0.27158156 -9.92920000
0.30796659 -9.92730000
0.34435162 -9.92730000
0.34435162 -9.92730000
0.56279689 -9.91180000
0.78124217 -9.87400000
0.99968744 -9.83540000
1.21813272 -9.81920000
1.21813272 -9.81920000
1.24964308 -9.81960000
1.28115344 -9.82070000
1.31266380 -9.82250000
1.34417416 -9.82340000
1.34417416 -9.82340000
1.36236667 -9.82560000
1.38055919 -9.83180000
1.39875170 -9.84120000
1.41694422 -9.85280000
1.41694422 -9.85280000
1.45332925 -9.83310000
1.48971427 -9.82310000
1.52609931 -9.81980000
1.56248434 -9.81920000
1.56248434 -9.82340000
1.78092961 -9.83910000
1.99937489 -9.87630000
2.21782016 -9.91260000
2.43626544 -9.92740000
2.43626544 -9.85280000
2.65471071 -9.86840000
2.87315599 -9.90560000
3.09160126 -9.94170000
3.31004654 -9.95650000

0.00000000 -9.86280000
0.03151036 -9.85310000
0.06302072 -9.83680000
0.09453108 -9.82520000
0.12604144 -9.82130000
0.12604144 -9.82130000
0.14423396 -9.82090000
0.16242647 -9.81990000
0.18061899 -9.81890000
0.19881150 -9.81850000
0.19881150 -9.81850000
0.23519653 -9.82120000
0.27158156 -9.83230000
0.30796659 -9.85060000
0.34435162 -9.86280000
0.34435162 -9.86280000
0.56279689 -9.84860000
0.78124217 -9.81400000
0.99968744 -9.77850000
1.21813272 -9.76360000
1.21813272 -9.76360000
1.24964308 -9.75220000
1.28115344 -9.73440000
1.31266380 -9.72170000
1.34417416 -9.71730000
1.34417416 -9.71730000
1.36236667 -9.71680000
1.38055919 -9.71550000
1.39875170 -9.71430000
1.41694422 -9.71370000
1.41694422 -9.71370000
1.45332925 -9.71710000
1.48971427 -9.72950000
1.52609931 -9.74940000
1.56248434 -9.76360000
1.56248434 -9.71730000
1.78092961 -9.73290000
1.99937489 -9.77010000
2.21782016 -9.80650000
2.43626544 -9.82130000
2.43626544 -9.71370000
2.65471071 -9.72940000
2.87315599 -9.76690000
3.09160126 -9.80350000
3.31004654 -9.81850000

0.00000000 -9.57390000
0.03151036 -9.60390000
0.06302072 -9.65290000
0.09453108 -9.68850000
0.12604144 -9.70090000
0.12604144 -9.70090000
0.14423396 -9.70270000
0.16242647 -9.70680000
0.18061899 -9.71080000
0.19881150 -9.71250000
0.19881150 -9.71250000
0.23519653 -9.70260000
0.27158156 -9.66750000
0.30796659 -9.61170000
0.34435162 -9.57390000
0.34435162 -9.57390000
0.56279689 -9.56130000
0.78124217 -9.53040000
0.99968744 -9.49890000
1.21813272 -9.48560000
1.21813272 -9.48560000
1.24964308 -9.51770000
1.28115344 -9.56620000
1.31266380 -9.60020000
1.34417416 -9.61200000
1.34417416 -9.61200000
1.36236667 -9.61360000
1.38055919 -9.61740000
1.39875170 -9.62120000
1.41694422 -9.62280000
1.41694422 -9.62280000
1.45332925 -9.61340000
1.48971427 -9.58010000
1.52609931 -9.52560000
1.56248434 -9.48560000
1.56248434 -9.61200000
1.78092961 -9.62550000
1.99937489 -9.65730000
2.21782016 -9.68830000
2.43626544 -9.70090000
2.43626544 -9.62280000
2.65471071 -9.63640000
2.87315599 -9.66850000
3.09160126 -9.69980000
3.31004654 -9.71250000

0.00000000 -9.57380000
0.03151036 -9.57400000
0.06302072 -9.57440000
0.09453108 -9.57500000
0.12604144 -9.57530000
0.12604144 -9.57530000
0.14423396 -9.57050000
0.16242647 -9.55750000
0.18061899 -9.53870000
0.19881150 -9.51640000
0.19881150 -9.51640000
0.23519653 -9.55290000
0.27158156 -9.56960000
0.30796659 -9.57370000
0.34435162 -9.57380000
0.34435162 -9.57380000
0.56279689 -9.56120000
0.78124217 -9.53030000
0.99968744 -9.49880000
1.21813272 -9.48550000
1.21813272 -9.48550000
1.24964308 -9.48570000
1.28115344 -9.48640000
1.31266380 -9.48710000
1.34417416 -9.48750000
1.34417416 -9.48750000
1.36236667 -9.48310000
1.38055919 -9.47110000
1.39875170 -9.45350000
1.41694422 -9.43260000
1.41694422 -9.43260000
1.45332925 -9.46660000
1.48971427 -9.48190000
1.52609931 -9.48550000
1.56248434 -9.48550000
1.56248434 -9.48750000
1.78092961 -9.50080000
1.99937489 -9.53220000
2.21782016 -9.56280000
2.43626544 -9.57530000
2.43626544 -9.43260000
2.65471071 -9.44520000
2.87315599 -9.47520000
3.09160126 -9.50440000
3.31004654 -9.51640000

0.00000000 -9.43420000
0.03151036 -9.40630000
0.06302072 -9.38400000
0.09453108 -9.39770000
0.12604144 -9.40350000
0.12604144 -9.40350000
0.14423396 -9.42800000
0.16242647 -9.46030000
0.18061899 -9.49030000
0.19881150 -9.51630000
0.19881150 -9.51630000
0.23519653 -9.46720000
0.27158156 -9.42160000
0.30796659 -9.40310000
0.34435162 -9.43420000
0.34435162 -9.43420000
0.56279689 -9.42530000
0.78124217 -9.40350000
0.99968744 -9.38130000
1.21813272 -9.37200000
1.21813272 -9.37200000
1.24964308 -9.34080000
1.28115344 -9.31260000
1.31266380 -9.31720000
1.34417416 -9.32220000
1.34417416 -9.32220000
1.36236667 -9.34820000
1.38055919 -9.37950000
1.39875170 -9.40800000
1.41694422 -9.43250000
1.41694422 -9.43250000
1.45332925 -9.38650000
1.48971427 -9.34460000
1.52609931 -9.33580000
1.56248434 -9.37200000
1.56248434 -9.32220000
1.78092961 -9.33440000
1.99937489 -9.36350000
2.21782016 -9.39190000
2.43626544 -9.40350000
2.43626544 -9.43250000
2.65471071 -9.44510000
2.87315599 -9.47510000
3.09160126 -9.50430000
3.31004654 -9.51630000

0.00000000 -9.36460000
0.03151036 -9.37020000
0.06302072 -9.38390000
0.09453108 -9.38020000
0.12604144 -9.37950000
0.12604144 -9.37950000
0.14423396 -9.35620000
0.16242647 -9.32880000
0.18061899 -9.31080000
0.19881150 -9.30530000
0.19881150 -9.30530000
0.23519653 -9.31800000
0.27158156 -9.33990000
0.30796659 -9.36510000
0.34435162 -9.36460000
0.34435162 -9.36460000
0.56279689 -9.35370000
0.78124217 -9.32690000
0.99968744 -9.29950000
1.21813272 -9.28790000
1.21813272 -9.28790000
1.24964308 -9.29280000
1.28115344 -9.30500000
1.31266380 -9.30690000
1.34417416 -9.30590000
1.34417416 -9.30590000
1.36236667 -9.28070000
1.38055919 -9.25330000
1.39875170 -9.23530000
1.41694422 -9.22970000
1.41694422 -9.22970000
1.45332925 -9.24230000
1.48971427 -9.26370000
1.52609931 -9.28940000
1.56248434 -9.28790000
1.56248434 -9.30590000
1.78092961 -9.31700000
1.99937489 -9.34340000
2.21782016 -9.36910000
2.43626544 -9.37950000
2.43626544 -9.22970000
2.65471071 -9.24120000
2.87315599 -9.26820000
3.09160126 -9.29450000
3.31004654 -9.30530000

0.00000000 -9.36440000
0.03151036 -9.35700000
0.06302072 -9.31320000
0.09453108 -9.25130000
0.12604144 -9.21520000
0.12604144 -9.21520000
0.14423396 -9.21440000
0.16242647 -9.21050000
0.18061899 -9.19950000
0.19881150 -9.17920000
0.19881150 -9.17920000
0.23519653 -9.23630000
0.27158156 -9.30640000
0.30796659 -9.35780000
0.34435162 -9.36440000
0.34435162 -9.36440000
0.56279689 -9.35350000
0.78124217 -9.32670000
0.99968744 -9.29930000
1.21813272 -9.28770000
1.21813272 -9.28770000
1.24964308 -9.28090000
1.28115344 -9.24160000
1.31266380 -9.18170000
1.34417416 -9.14600000
1.34417416 -9.14600000
1.36236667 -9.14530000
1.38055919 -9.14180000
1.39875170 -9.13110000
1.41694422 -9.11120000
1.41694422 -9.11120000
1.45332925 -9.16780000
1.48971427 -9.23700000
1.52609931 -9.28120000
1.56248434 -9.28770000
1.56248434 -9.14600000
1.78092961 -9.15650000
1.99937489 -9.18120000
2.21782016 -9.20540000
2.43626544 -9.21520000
2.43626544 -9.11120000
2.65471071 -9.12150000
2.87315599 -9.14580000
3.09160126 -9.16950000
3.31004654 -9.17920000

0.00000000 -9.03340000
0.03151036 -9.04180000
0.06302072 -9.06630000
0.09453108 -9.10270000
0.12604144 -9.12930000
0.12604144 -9.12930000
0.14423396 -9.13250000
0.16242647 -9.14210000
0.18061899 -9.15780000
0.19881150 -9.17920000
0.19881150 -9.17920000
0.23519653 -9.12570000
0.27158156 -9.07690000
0.30796659 -9.04460000
0.34435162 -9.03340000
0.34435162 -9.03340000
0.56279689 -9.02380000
0.78124217 -9.00030000
0.99968744 -8.97620000
1.21813272 -8.96600000
1.21813272 -8.96600000
1.24964308 -8.97440000
1.28115344 -8.99880000
1.31266380 -9.03510000
1.34417416 -9.06160000
1.34417416 -9.06160000
1.36236667 -9.06480000
1.38055919 -9.07440000
1.39875170 -9.09000000
1.41694422 -9.11110000
1.41694422 -9.11110000
1.45332925 -9.05800000
1.48971427 -9.00950000
1.52609931 -8.97720000
1.56248434 -8.96600000
1.56248434 -9.06160000
1.78092961 -9.07180000
1.99937489 -9.09600000
2.21782016 -9.11960000
2.43626544 -9.12930000
2.43626544 -9.11110000
2.65471071 -9.12140000
2.87315599 -9.14570000
3.09160126 -9.16950000
3.31004654 -9.17920000

0.00000000 -8.63640000
0.03151036 -8.62800000
0.06302072 -8.60630000
0.09453108 -8.58050000
0.12604144 -8.56650000
0.12604144 -8.56650000
0.14423396 -8.56460000
0.16242647 -8.55910000
0.18061899 -8.55080000
0.19881150 -8.54090000
0.19881150 -8.54090000
0.23519653 -8.56650000
0.27158156 -8.59790000
0.30796659 -8.62540000
0.34435162 -8.63640000
0.34435162 -8.63640000
0.56279689 -8.62360000
0.78124217 -8.59220000
0.99968744 -8.55960000
1.21813272 -8.54570000
1.21813272 -8.54570000
1.24964308 -8.53720000
1.28115344 -8.51500000
1.31266380 -8.48800000
1.34417416 -8.47290000
1.34417416 -8.47290000
1.36236667 -8.47090000
1.38055919 -8.46510000
1.39875170 -8.45620000
1.41694422 -8.44540000
1.41694422 -8.44540000
1.45332925 -8.47310000
1.48971427 -8.50630000
1.52609931 -8.53450000
1.56248434 -8.54570000
1.56248434 -8.47290000
1.78092961 -8.48730000
1.99937489 -8.52080000
2.21782016 -8.55330000
2.43626544 -8.56650000
2.43626544 -8.44540000
2.65471071 -8.46000000
2.87315599 -8.49420000
3.09160126 -8.52740000
3.31004654 -8.54090000

0.00000000 -8.48930000
0.03151036 -8.49160000
0.06302072 -8.49900000
0.09453108 -8.51060000
0.12604144 -8.51880000
0.12604144 -8.51880000
0.14423396 -8.52020000
0.16242647 -8.52450000
0.18061899 -8.53140000
0.19881150 -8.54070000
0.19881150 -8.54070000
0.23519653 -8.51960000
0.27158156 -8.50260000
0.30796659 -8.49240000
0.34435162 -8.48930000
0.34435162 -8.48930000
0.56279689 -8.47480000
0.78124217 -8.43940000
0.99968744 -8.40280000
1.21813272 -8.38710000
1.21813272 -8.38710000
1.24964308 -8.38990000
1.28115344 -8.39860000
1.31266380 -8.41210000
1.34417416 -8.42160000
1.34417416 -8.42160000
1.36236667 -8.42310000
1.38055919 -8.42770000
1.39875170 -8.43520000
1.41694422 -8.44520000
1.41694422 -8.44520000
1.45332925 -8.42200000
1.48971427 -8.40270000
1.52609931 -8.39080000
1.56248434 -8.38710000
1.56248434 -8.42160000
1.78092961 -8.43650000
1.99937489 -8.47130000
2.21782016 -8.50500000
2.43626544 -8.51880000
2.43626544 -8.44520000
2.65471071 -8.45980000
2.87315599 -8.49410000
3.09160126 -8.52720000
3.31004654 -8.54070000

0.00000000 -8.48910000
0.03151036 -8.48890000
0.06302072 -8.48820000
0.09453108 -8.48750000
0.12604144 -8.48720000
0.12604144 -8.48720000
0.14423396 -8.48700000
0.16242647 -8.48660000
0.18061899 -8.48620000
0.19881150 -8.48600000
0.19881150 -8.48600000
0.23519653 -8.48660000
0.27158156 -8.48780000
0.30796659 -8.48890000
0.34435162 -8.48910000
0.34435162 -8.48910000
0.56279689 -8.47460000
0.78124217 -8.43920000
0.99968744 -8.40260000
1.21813272 -8.38700000
1.21813272 -8.38700000
1.24964308 -8.38680000
1.28115344 -8.38630000
1.31266380 -8.38580000
1.34417416 -8.38560000
1.34417416 -8.38560000
1.36236667 -8.38540000
1.38055919 -8.38510000
1.39875170 -8.38480000
1.41694422 -8.38470000
1.41694422 -8.38470000
1.45332925 -8.38510000
1.48971427 -8.38610000
1.52609931 -8.38680000
1.56248434 -8.38700000
1.56248434 -8.38560000
1.78092961 -8.40110000
1.99937489 -8.43760000
2.21782016 -8.47290000
2.43626544 -8.48720000
2.43626544 -8.38470000
2.65471071 -8.40020000
2.87315599 -8.43650000
3.09160126 -8.47170000
3.31004654 -8.48600000

0.00000000 -8.07380000
0.03151036 -8.07260000
0.06302072 -8.06630000
0.09453108 -8.05020000
0.12604144 -8.03380000
0.12604144 -8.03380000
0.14423396 -8.03180000
0.16242647 -8.02570000
0.18061899 -8.01530000
0.19881150 -8.00040000
0.19881150 -8.00040000
0.23519653 -8.03720000
0.27158156 -8.06230000
0.30796659 -8.07210000
0.34435162 -8.07380000
0.34435162 -8.07380000
0.56279689 -8.05900000
